College Name,State Name,District Name
"Aditya Degree College for Women, Santinagar, Kakinada (Id: C-26819)",Andhra Pradesh,East Godavari
"ADITYA DEGREE COLLEGE, PALAKOL (Id: C-26825)",Andhra Pradesh,West Godavari
"Aditya Degree College, Santinagar, Kakinada (Id: C-26817)",Andhra Pradesh,East Godavari
"Aditya Degree College, Thadithota, Rajahmundry, EG Dist (Id: C-26818)",Andhra Pradesh,East Godavari
A.K.R.G. College (Id: C-24355),Andhra Pradesh,West Godavari
A.K.R.G. DEGREE COLLEGE (Id: C-24096),Andhra Pradesh,West Godavari
AKULA GOPAIAH DEGREE COLLEGE (Id: C-24309),Andhra Pradesh,West Godavari
Al Ameer Institute of Management & Tech (Id: C-24299),Andhra Pradesh,East Godavari
Amrutha Arts & Science Degree College (Id: C-24109),Andhra Pradesh,East Godavari
Andhra Kesari Degree College (Id: C-23998),Andhra Pradesh,East Godavari
Andhra Womens Sanskrit College (Id: C-23885),Andhra Pradesh,East Godavari
ANNAPURNA DEGREE COLLEGE (Id: C-24120),Andhra Pradesh,West Godavari
"A.S.Govt.Degree College for Women, Kakinada (Id: C-24046)",Andhra Pradesh,East Godavari
A.S.N.Degree College for Women (Id: C-23938),Andhra Pradesh,East Godavari
A.S.N.M. GOVT. DEGREE COLLEGE FOR MEN (Id: C-24463),Andhra Pradesh,West Godavari
A.S.R. DEGREE COLLEGE (Id: C-24128),Andhra Pradesh,West Godavari
"Avanthi Degree College, E.G Dist. (Id: C-39223)",Andhra Pradesh,East Godavari
A.V.R. and V.P.R. Degree College (Id: C-23828),Andhra Pradesh,East Godavari
B.G.B.S. COLLEGE FOR WOMEN (Id: C-24369),Andhra Pradesh,West Godavari
Bh.S.R. & V.L.M. DEGREE COLLEGE (Id: C-24248),Andhra Pradesh,West Godavari
BRILLIANTS DEGREE COLLEGE (Id: C-23948),Andhra Pradesh,West Godavari
B.R.R. & G.K.R. CHAMBERS DEGREE COLLEGE (Id: C-24249),Andhra Pradesh,West Godavari
B.S.R. Degree College (Id: C-24186),Andhra Pradesh,East Godavari
C.B.R.Degree College (Id: C-24041),Andhra Pradesh,East Godavari
Chaitanya College of Education (Id: C-23869),Andhra Pradesh,Visakhapatnam
Chaitanya Degree College (Id: C-24017),Andhra Pradesh,East Godavari
"Chaitanya Degree College, Sivakodu (Id: C-24442)",Andhra Pradesh,East Godavari
CHALLA SATYANARAYANA SARMA DEGREE COLLEGE (Id: C-24222),Andhra Pradesh,West Godavari
Ch.S.D. St. THERESAS (A) COLLEGE FOR WOMEN (Id: C-23939),Andhra Pradesh,West Godavari
Ch. S.D. St. Theresas College for Women (Id: C-24352),Andhra Pradesh,West Godavari
CH.V.P.M.R. GOVT. DEGREE COLLEGE (Id: C-24068),Andhra Pradesh,West Godavari
C.N.R. Degree College (Id: C-23967),Andhra Pradesh,East Godavari
C.S.T.S. GOVT. KALASALA (Id: C-24166),Andhra Pradesh,West Godavari
"Deepthi Degree College, Mamidikuduru (Id: C-33027)",Andhra Pradesh,East Godavari
D.L.R.Degree College (Id: C-24122),Andhra Pradesh,East Godavari
D.N.R. (A) COLLEGE (Id: C-23835),Andhra Pradesh,West Godavari
D.N.R. GOVT. DEGREE COLLEGE FOR WOMEN (Id: C-24474),Andhra Pradesh,West Godavari
Dr.B.R.Ambedkar Degree college (Id: C-24407),Andhra Pradesh,East Godavari
Dr. B.V. RAJU INSTITUTE OF COMPUTER EDUCATION (Id: C-24227),Andhra Pradesh,West Godavari
Dr. C.S.N. DEGREE COLLEGE (Id: C-23946),Andhra Pradesh,West Godavari
Dr. C S N Degree & PG College (Id: C-24224),Andhra Pradesh,West Godavari
Dr. C.S.N. Institute of Pharmacy (Id: C-24320),Andhra Pradesh,West Godavari
D.R.G. DEGREE COLLEGE FOR WOMEN (Id: C-23954),Andhra Pradesh,West Godavari
D.R.G.Govt.Degree College (Id: C-24138),Andhra Pradesh,West Godavari
Dr.K.V.R.D & S.G.J.V.S.Degree College (Id: C-35412),Andhra Pradesh,East Godavari
Dr. Maddigopalakrishna Reddy Degree College (Id: C-24242),Andhra Pradesh,West Godavari
Dr.R.B.R.V.R.N.Edl.Academy Mahila Degree College (Id: C-24168),Andhra Pradesh,East Godavari
Dr. SARVEPALLI RADHAKRISHNA DEGREE COLLEGE (Id: C-23834),Andhra Pradesh,West Godavari
FLAIZ ADVENTIST COLLEGE (Id: C-24040),Andhra Pradesh,West Godavari
"Gayatri Degree College, Kadiam, E.G.Dist. (Id: C-39220)",Andhra Pradesh,East Godavari
G.B.R.Degree College (Id: C-24489),Andhra Pradesh,East Godavari
G.K.R.V. Degree & P.G. College (Id: C-23912),Andhra Pradesh,East Godavari
G.K.R.V.M.Degree College (Id: C-24228),Andhra Pradesh,East Godavari
G.M.R. MEMORIAL VIDYARDHI COLLEGE (Id: C-24388),Andhra Pradesh,West Godavari
"Govt. College, Rajahmundry (Id: C-24364)",Andhra Pradesh,East Godavari
GOVT. DEGREE COLLEGE BUTTAIGUDEM (Id: C-24079),Andhra Pradesh,West Godavari
GOVT. DEGREE COLLEGE CHINTALAPUDI (Id: C-23970),Andhra Pradesh,West Godavari
"Govt. Degree College, Eluru (Id: C-24471)",Andhra Pradesh,West Godavari
"Govt.Degree College, Jaggampeta (Id: C-24239)",Andhra Pradesh,East Godavari
"Govt. Degree College, Kommavarapukota (Id: C-24065)",Andhra Pradesh,West Godavari
"Govt.Degree College, Mandapeta (Id: C-24009)",Andhra Pradesh,East Godavari
"Govt.Degree College, Pithapuram (Id: C-24058)",Andhra Pradesh,East Godavari
"Govt.Degree College, Rajahmundry (Id: C-24448)",Andhra Pradesh,East Godavari
"Govt.Degree College, Rampachodavaram (Id: C-24089)",Andhra Pradesh,East Godavari
"Govt.Degree College, Ravulapalem (Id: C-23829)",Andhra Pradesh,East Godavari
"Govt.Degree College, Razole (Id: C-24207)",Andhra Pradesh,East Godavari
"Govt.Degree College, Seethanagaram (Id: C-23813)",Andhra Pradesh,East Godavari
"Govt.Degree College, Tuni (Id: C-24102)",Andhra Pradesh,East Godavari
"Govt. Degree College, Yelleswaram (Id: C-23965)",Andhra Pradesh,East Godavari
Grace Degree College (Id: C-23875),Andhra Pradesh,East Godavari
Harward College of Science & Technology (Id: C-24462),Andhra Pradesh,East Godavari
Harward Degree College (Id: C-23944),Andhra Pradesh,East Godavari
HIS Degree College (Id: C-24225),Andhra Pradesh,East Godavari
Ideal College of Arts & Sciences (Id: C-24145),Andhra Pradesh,East Godavari
J.C.Degree College (Id: C-23931),Andhra Pradesh,East Godavari
K.A. & H.L. DEGREE COLLEGE (Id: C-23964),Andhra Pradesh,West Godavari
K.G.R.L. COLLEGE (Id: C-24460),Andhra Pradesh,West Godavari
KGRL College (PG Courses) (Id: C-24250),Andhra Pradesh,West Godavari
K.P.R. & J.L. SIDDHARTHA DEGREE COLLEGE (Id: C-24287),Andhra Pradesh,West Godavari
K.S.N.R. DEGREE COLLEGE (Id: C-24257),Andhra Pradesh,West Godavari
LAMP Degree College (Id: C-24481),Andhra Pradesh,East Godavari
LITTLE FLOWER DEGREE COLLEGE (Id: C-24485),Andhra Pradesh,West Godavari
Little Rose Degree College (Id: C-24270),Andhra Pradesh,East Godavari
Ln.G.V.Rao Modern Degree College (Id: C-24398),Andhra Pradesh,East Godavari
LUTHERN DEGREE COLLEGE (Id: C-24495),Andhra Pradesh,West Godavari
MAA COMMERCE & SCIENCE DEGREE COLLEGE (Id: C-24432),Andhra Pradesh,West Godavari
Mahatma Gandhi Degree College (Id: C-23932),Andhra Pradesh,East Godavari
MATTREDDY DEGREE COLLEGE (Id: C-24111),Andhra Pradesh,West Godavari
Minarva Degree College (Id: C-23849),Andhra Pradesh,East Godavari
Miriam College of Education (Id: C-23867),Andhra Pradesh,East Godavari
Miriam Degree College (Id: C-24361),Andhra Pradesh,East Godavari
Mohan Degree College (Id: C-24094),Andhra Pradesh,East Godavari
Montessori Degree College (Id: C-23846),Andhra Pradesh,West Godavari
"Mother College, (PG Courses) (Id: C-24379)",Andhra Pradesh,East Godavari
Mother Degree College (Id: C-23995),Andhra Pradesh,East Godavari
M.S.N.Degree College (Id: C-23926),Andhra Pradesh,East Godavari
M.S.S.Degree College (Id: C-24062),Andhra Pradesh,East Godavari
M.V.N.J.S & R.V.R Degree College (Id: C-23886),Andhra Pradesh,East Godavari
N.G.R.Degree College (Id: C-24313),Andhra Pradesh,East Godavari
NOVA DEGREE COLLEGE (Id: C-23984),Andhra Pradesh,West Godavari
N.S.Z. COLLEGE OF MUSIC AND DANCE (Id: C-24059),Andhra Pradesh,West Godavari
Padmasri Dr. B.V. Raju Institute of Computer Education (Id: C-24172),Andhra Pradesh,West Godavari
P.E.S.Degree College (Id: C-24424),Andhra Pradesh,East Godavari
"Pragathi Degree College, Kakinada, E.G.Dist. (Id: C-27197)",Andhra Pradesh,East Godavari
Pragyna Degree college (Id: C-24280),Andhra Pradesh,East Godavari
PRAKASAM DEGREE COLLEGE (Id: C-24362),Andhra Pradesh,West Godavari
"Pratibha Degree College, Kuyyeru(v), Kajukuru(M), E.G.Dist. (Id: C-39219)",Andhra Pradesh,East Godavari
"P.R.Govt.Degree College, Kakinada (Id: C-24020)",Andhra Pradesh,East Godavari
PRIYADARSHINI DEGREE COLLEGE (Id: C-24219),Andhra Pradesh,West Godavari
P.S.N. Murthy Degree College (Id: C-24028),Andhra Pradesh,East Godavari
P.S.N.Murthy Degree College (Id: C-24331),Andhra Pradesh,East Godavari
P.V.E.S. DEGREE COLLEGE FOR WOMEN (Id: C-24021),Andhra Pradesh,West Godavari
P.V.R.Trust Degree College (Id: C-24330),Andhra Pradesh,East Godavari
Rajamahendri Degree College for Women (Id: C-23930),Andhra Pradesh,East Godavari
Rajiv Gandhi Degree College (Id: C-23906),Andhra Pradesh,East Godavari
RAJIV INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDY (Id: C-23972),Andhra Pradesh,West Godavari
Rankireddy Pattabhiramaiah Degree College (Id: C-24223),Andhra Pradesh,East Godavari
R.R.D.S. GOVT. DEGREE COLLEGE (Id: C-24023),Andhra Pradesh,West Godavari
Samhitha Degree College (Id: C-24347),Andhra Pradesh,East Godavari
S.A.S. GOVT. DEGREE COLLEGE (Id: C-24456),Andhra Pradesh,West Godavari
SASI DEGREE COLLEGE (Id: C-23882),Andhra Pradesh,West Godavari
Sathabdhi Degree College (Id: C-24396),Andhra Pradesh,East Godavari
S.C.I.M.Govt.Degree College (Id: C-24205),Andhra Pradesh,West Godavari
S.D.V.R.R.Degree College (Id: C-24013),Andhra Pradesh,East Godavari
"Siddardha Degree College, Tuni, East Godavari (Id: C-27189)",Andhra Pradesh,East Godavari
"Siddhardha Degree College, Katrenikona, E.G.Dist. (Id: C-27188)",Andhra Pradesh,East Godavari
"Siddhardha Degree College, P.Gannavaram, E.G.Dist (Id: C-34228)",Andhra Pradesh,East Godavari
"SIDDHARTH DEGREE COLLEGE,West Godavari (Id: C-26838)",Andhra Pradesh,West Godavari
SIR C.R.R. COLLEGE (Id: C-23921),Andhra Pradesh,West Godavari
Sir CRR College for Women (Id: C-24319),Andhra Pradesh,West Godavari
SIR C.R.R. COLLEGE FOR WOMEN (Id: C-23986),Andhra Pradesh,West Godavari
S.K.B.R.Degree College (Id: C-23956),Andhra Pradesh,East Godavari
S.K.R.S. ORIENTAL COLLEGE (Id: C-23940),Andhra Pradesh,West Godavari
S.K.S.D. MAHILA KALASALA (Id: C-23857),Andhra Pradesh,West Godavari
S.K.V.R.R. DEGREE COLLEGE (Id: C-23961),Andhra Pradesh,West Godavari
S.K.V.T.Degree College (Id: C-24194),Andhra Pradesh,East Godavari
S.M.B.T.A.V. & S.N. DEGREE COLLEGE (Id: C-24146),Andhra Pradesh,West Godavari
Smt.Alluru Varahalamma Memorial Degree College (Id: C-23978),Andhra Pradesh,East Godavari
Smt.Basava Mangayamma Memorial Degree College (Id: C-24118),Andhra Pradesh,East Godavari
Smt.B.S.R.Degree College (Id: C-23908),Andhra Pradesh,East Godavari
"Smt.B.S.R.Degree College, Gokavaram (Id: C-24185)",Andhra Pradesh,East Godavari
Smt.D.A.Degree College (Id: C-24169),Andhra Pradesh,East Godavari
Smt. GOTTUMUKKALA SARASWATHI DEGREE COLLEGE (Id: C-23991),Andhra Pradesh,West Godavari
Smt.J.B.Degree College (Id: C-24384),Andhra Pradesh,East Godavari
Smt.K.R.College for Women (Id: C-24254),Andhra Pradesh,East Godavari
Smt.R.N.Memorial Degree College for Women (Id: C-24453),Andhra Pradesh,East Godavari
Smt.Sakunthala Devi Degree College (Id: C-24478),Andhra Pradesh,East Godavari
Smt. SKR Degree & PG College for (W) (Id: C-24354),Andhra Pradesh,East Godavari
Smt. Sumathi Memorial Degree College (Id: C-24403),Andhra Pradesh,East Godavari
S.N.M. Degree College (Id: C-24157),Andhra Pradesh,East Godavari
SPACES Degree College (Id: C-24076),Andhra Pradesh,East Godavari
S.P.V.S.Degree College (Id: C-24348),Andhra Pradesh,East Godavari
SREE MARUTHI DEGREE COLLEGE (Id: C-24315),Andhra Pradesh,West Godavari
Sree Siddhartha Degree College (Id: C-24328),Andhra Pradesh,East Godavari
Sree Vidyaa Degree College (Id: C-23895),Andhra Pradesh,East Godavari
SRI ABN & PRR COLLEGE OF SCIENCE (Id: C-24387),Andhra Pradesh,West Godavari
SRI CHALAPATI DEGREE COLLEGE (Id: C-24192),Andhra Pradesh,West Godavari
Sri Deepthi Mahila Degree College (Id: C-24327),Andhra Pradesh,East Godavari
"SRI GOWTHAMI DEGREE COLELGE, NARSAPUR, W.G.DIST (Id: C-39496)",Andhra Pradesh,West Godavari
Sri Gowthami Degree College (Id: C-23826),Andhra Pradesh,West Godavari
"Sri Gowthami Degree College, Jinnuru(V) (Id: C-24480)",Andhra Pradesh,West Godavari
Sri Kadali Narayana Murthy Degree College (Id: C-24231),Andhra Pradesh,East Godavari
SRI KAKATIYA DEGREE COLLEGE (Id: C-24285),Andhra Pradesh,West Godavari
SRI KARIBANDI SUBBARAO MEMORIAL DEGREE COLLEGE (Id: C-24084),Andhra Pradesh,West Godavari
Sri Kolla Veera Swamy Degree College (Id: C-24496),Andhra Pradesh,East Godavari
SRI KRISHNA VENI DEGREE COLLEGE (Id: C-23962),Andhra Pradesh,West Godavari
Sri N.S.N.Raju Degree College (Id: C-23892),Andhra Pradesh,East Godavari
Sri Padmavathi Mahila Degree College (Id: C-23942),Andhra Pradesh,East Godavari
Sri Raghavendra Degree College (Id: C-24326),Andhra Pradesh,East Godavari
SRI RAGHAVENDRA DEGREE COLLEGE (Id: C-24050),Andhra Pradesh,West Godavari
Sri Raja Rajeswari Degre College (Id: C-23843),Andhra Pradesh,East Godavari
SRI RAMA DEGREE COLLEGE (Id: C-24447),Andhra Pradesh,West Godavari
"SRI RAMA DEGREE COLLEGE, TANUKU (Id: C-24277)",Andhra Pradesh,West Godavari
SRI RAMA KRISHNA DEGREE COLLEGE (Id: C-24245),Andhra Pradesh,West Godavari
Sri Ravi Degree College (Id: C-24429),Andhra Pradesh,East Godavari
"SRI SAI DEGREE COLLEGE, LINGAPALEM (Id: C-24430)",Andhra Pradesh,West Godavari
"SRI SAI DEGREE COLLEGE, TANUKU, W.G.DISTRICT (Id: C-34999)",Andhra Pradesh,West Godavari
Sri Sai Madhavi Degree College (Id: C-23919),Andhra Pradesh,East Godavari
"Sri Sai Madhavi Degree College, Anaparthi (Id: C-24444)",Andhra Pradesh,East Godavari
Sri Sai Santiniketan Degree College (Id: C-23914),Andhra Pradesh,East Godavari
"Sri Shiridi Sai Degree College, Mummidivaram, E.G.Dist. (Id: C-39248)",Andhra Pradesh,East Godavari
SRI SRINIVASA DEGREE COLLEGE (Id: C-23832),Andhra Pradesh,West Godavari
SRI SURYA DEGREE COLLEGE (Id: C-23981),Andhra Pradesh,West Godavari
Sri Varupala Surya Rao Degree College (Id: C-24199),Andhra Pradesh,East Godavari
SRI VELAGAPUDI RAMAKRISHNA DEGREE COLLEGE (Id: C-23841),Andhra Pradesh,West Godavari
Sri Venkatasai Degree College (Id: C-23943),Andhra Pradesh,East Godavari
Sri Venkateswara College of Arts & Science (Id: C-24391),Andhra Pradesh,East Godavari
Sri Venkateswara Degree Collge (Id: C-24492),Andhra Pradesh,West Godavari
SRI VIDYA DEGREE COLLEGE (Id: C-24412),Andhra Pradesh,West Godavari
SRI Y.N. COLLEGE (Id: C-24135),Andhra Pradesh,West Godavari
S.R.V.B.S.J.B.Maharani College (Id: C-24159),Andhra Pradesh,East Godavari
St. MARYS NIRMALA HRUDAYA MAHILA COLLEGE (Id: C-24188),Andhra Pradesh,West Godavari
St.Pauls Degree College (Id: C-24417),Andhra Pradesh,East Godavari
St. Vincent De-Paul College (Id: C-24393),Andhra Pradesh,West Godavari
St. VINCENT DE PAUL DEGREE COLLEGE (Id: C-24198),Andhra Pradesh,West Godavari
SURYA DEGREE COLLEGE (Id: C-24244),Andhra Pradesh,West Godavari
SURYA DEGREE COLLEGE FOR WOMEN (Id: C-24486),Andhra Pradesh,West Godavari
Suryaraya Degree College (Id: C-24178),Andhra Pradesh,East Godavari
"S.V. Degree Colelge, Bhimadole(V&M), W.G.Dist. (Id: C-39218)",Andhra Pradesh,West Godavari
S.V.D. GOVT. DEGREE COLLEGE FOR WOMEN (Id: C-23976),Andhra Pradesh,West Godavari
SVD&SGL College of Management & Technology (Formerly Samhitha College of Management & Technology (Id: C-24200),Andhra Pradesh,East Godavari
S.V.J.V. SANSKRIT COLLEGE (Id: C-24483),Andhra Pradesh,West Godavari
SVKP & Dr. K.S. Raju Arts &Science College (Id: C-23836),Andhra Pradesh,West Godavari
S.V.K.P. & Dr. K.S. RAJU ARTS & SCIENCE COLLEGE (Id: C-23888),Andhra Pradesh,West Godavari
S.V.R.K. DEGREE COLLEGE (Id: C-24464),Andhra Pradesh,West Godavari
S.V.R.K. GOVT. DEGREE COLLEGE FOR MEN (Id: C-24372),Andhra Pradesh,West Godavari
SVS Degree College (Id: C-23883),Andhra Pradesh,East Godavari
S.V.S.S. ARTS & SCIENCE COLLEGE (Id: C-24061),Andhra Pradesh,West Godavari
S.V.V.S.S.Devasthanam Degree College (Id: C-24115),Andhra Pradesh,East Godavari
The Amalapuram Degree College (Id: C-24263),Andhra Pradesh,East Godavari
TRIVENI DEGREE COLLEGE (Id: C-24034),Andhra Pradesh,West Godavari
"University College of Arts, Commerce and Science (Id: C-7238)",Andhra Pradesh,East Godavari
Velangi Degree College (Id: C-24305),Andhra Pradesh,East Godavari
Vignan Institute of Science & Arts (Id: C-24173),Andhra Pradesh,East Godavari
VIJNANA NILAYAM DEGREE COLLEGE (Id: C-23979),Andhra Pradesh,West Godavari
VIKAS DEGREE COLLEGE (Id: C-24131),Andhra Pradesh,West Godavari
Vinuthna Degree College (Id: C-23904),Andhra Pradesh,East Godavari
V.K.V.Govt.Degree College (Id: C-24147),Andhra Pradesh,East Godavari
V.S.K. DEGREE COLLEGE (Id: C-24290),Andhra Pradesh,West Godavari
V.S.Lakshmi Degree College for Women (Id: C-24011),Andhra Pradesh,East Godavari
VSL Degree College (Id: C-23960),Andhra Pradesh,East Godavari
V.S.M.College (Id: C-24390),Andhra Pradesh,East Godavari
V.S.R.Rural Degree College (Id: C-24005),Andhra Pradesh,East Godavari
V.V. GIRI GOVT. KALASALA (Id: C-24336),Andhra Pradesh,West Godavari
"V.V.S. Degree College, U.Kothapalli (Id: C-24366)",Andhra Pradesh,East Godavari
Y.R.College of Arts & Science & Tech (Id: C-24281),Andhra Pradesh,East Godavari
YSR & BS DEGREE COLLEGE (Id: C-23949),Andhra Pradesh,West Godavari
AES INSTITUTE OF COMPUTER STUDIES (Id: C-18),Gujarat,Ahmadabad
B.K. MAJUMDAR INSTITUTE OF BUSINESS ADMINISTRATION (Id: C-19),Gujarat,Ahmadabad
H. L. INSTITUTE OF COMMERCE (Id: C-17),Gujarat,Ahmadabad
H.L. INSTITUTE OF COMPUTER APPLICATIONS (Id: C-16),Gujarat,Ahmadabad
"INSTITUTE OF INFORMATION AND COMMUNICATION TECHNOLOGY, AHMEDABAD (Id: C-47866)",Gujarat,Ahmadabad
"INSTITUTE OF LIFE SCIENCE, AHMEDABAD (Id: C-45931)",Gujarat,Ahmadabad
POST GRADUATE INSTITUTE OF MANAGEMENT - AMRUT MODY SCHOOL OF MANAGEMENT (Id: C-15),Gujarat,Ahmadabad
"Alagappa Government Arts College, Karaikudi (Id: C-28526)",Tamil Nadu,Sivaganga
ALAGAPPA UNIVERSITY CONSTITUENT COLLEGE (Id: C-47507),Tamil Nadu,Ramanathapuram
"ALAGAPPA UNIVERSITY EVENING COLLEGE, PARAMAKKUDI (Id: C-47508)",Tamil Nadu,Ramanathapuram
"ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMANATHAPURAM (Id: C-47509)",Tamil Nadu,Ramanathapuram
"ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMESWARAM (Id: C-47510)",Tamil Nadu,Ramanathapuram
"ALAGAPPA UNIVERSITY EVENING COLLEGE, THIRUPPUVANAM (Id: C-47512)",Tamil Nadu,Ramanathapuram
"ALAGAPPA UNIVERSITY EVENING COLLEGE, THONDI (Id: C-47511)",Tamil Nadu,Ramanathapuram
"Ananda College, Devakottai (Id: C-28510)",Tamil Nadu,Sivaganga
"Arumugam Pillai Seethaiammal College, Tiruppathur (Id: C-28532)",Tamil Nadu,Sivaganga
"Caussanel College of Arts and Science, Muthuppettai (Id: C-28508)",Tamil Nadu,Ramanathapuram
"Dr. Umayal Ramanathan College for Women, Karaikudi (Id: C-28518)",Tamil Nadu,Sivaganga
"Dr.Zakir Hussain College, Ilayangudi (Id: C-28533)",Tamil Nadu,Ramanathapuram
"Government Arts College for Women, Ramanathapuram (Id: C-28521)",Tamil Nadu,Ramanathapuram
"Government Arts College for Women, Sivaganga (Id: C-28524)",Tamil Nadu,Sivaganga
"Government Arts College, Paramakudi (Id: C-28523)",Tamil Nadu,Ramanathapuram
"Idhaya College for Women, Sarugani (Id: C-28509)",Tamil Nadu,Sivaganga
"Madurai Sivakasi Nadar Pioneer Meenaksmi Women college, Poovanthi (Id: C-28534)",Tamil Nadu,Sivaganga
"Matha College of Arts and Science, Manamadurai (Id: C-28519)",Tamil Nadu,Sivaganga
"PMT Memorial college, Kamuthi (Id: C-28530)",Tamil Nadu,Ramanathapuram
"Raja Doraisingam Government Arts College, Sivaganga (Id: C-28512)",Tamil Nadu,Sivaganga
"Ramasamy Tamil College, Karaikudi (Id: C-28525)",Tamil Nadu,Sivaganga
"Seethalakshmi Achi College for Women, Pallathur (Id: C-28516)",Tamil Nadu,Sivaganga
"Sethupathi Govt. Arts College, Ramanathapuram (Id: C-28520)",Tamil Nadu,Ramanathapuram
"Sonai Meenal Arts and Science College, Mudukulathur (Id: C-28528)",Tamil Nadu,Ramanathapuram
"Sree Sevugan Annamalai College, Devakottai (Id: C-28535)",Tamil Nadu,Sivaganga
"Sri Sarada Niketan college for Women, Amaravathipudur (Id: C-28513)",Tamil Nadu,Sivaganga
